title,link,pub_date,cleaned_text,sentiment,Date,Adj Close,Close,High,Low,Open,Volume
Reliance Industries launches JioMart service across cities after conducting pilot runs in Maharashtra - Firstpost,https://news.google.com/rss/articles/CBMi4wFBVV95cUxPNzdXYlpuR1ZXLWM4WFB4SjNTM0N5MUpObHlHek5sQkdvUzR5endPLUgtdkRTemZ4Wi1JT0c0a002cUVjX2J2Wm1FaGZYdVM2VmpTUE1hWDF3YlFFMGVUeERyUU1OSTFHSGJNOWNuVEpBTGN0THJRcHJ2dWg4UWRpM196aUVHVzQ4T2UtVnBnYk1FQU93ZkJUMFNQek11LUJZZTdiZUhwaElpZ1pnSFJiMHVXUmd5V19MYWdZNHB6RWpFTTBOME1IaXdFc2Y4WnkweHBJVC1POU1FRHJtOElLcHpuNNIB6AFBVV95cUxPNHdFN0hLbzVFN1dZbzBVRkh6M0N6THpfWXVQYjhPVm1XaWl1TkxFUm9GQ3NvV1hkaU44cVZPejIzTko4WnlYeS1sZFdJcVVMN2xzZkZEcUsyWFlESVU5amNoWEVyTWY0SGU0NVYwQ2pxakRBdHYxQUV3VDRqWEkwT1Q5V2FhVjJsV1BiaDF6VkVIXzZfeWdlNmJ3eFV5UmVmRmp2VDBqX0xQdXg5bDA5X0liMnRCQlI2LWFsZnBFbXN5YXV6d1ZhaVBSWHhIZEE2QkxFeENNX2c3am5jdmZ1T3NLcXMzU0cz?oc=5,2021-03-17,reliance industries launches jiomart service across cities conducting pilot runs maharashtra firstpost,0.0,2021-03-17,922.9517211914062,948.543701171875,970.5341796875,939.1983032226562,968.249755859375,19210236
"Is Nita Ambani BHU's next big visiting faculty? Reliance, varsity claim no such proposal made, call it fake - EdexLive",https://news.google.com/rss/articles/CBMi3AFBVV95cUxNaUpjdmdUTHVQLUpVQTFfREN3VkVRdEduVUxZSEx3cWdRYS1tTFIxamxaM1dRZ1pBZkVIZlB5X25zZjdlRjY2ZThLMWZidlJxdGRvUDBEM2hySmdCNXNFTERsTEgyLVhDUk1FSWUzbXlNR2hvd0pHMVFHblNpSkZXVDFwcHZuc2labUVwUVZpbTJiQnV3UlFYR3lnX3d5VjF5czZLd0FNZEpUbUR4U2pjTGVVVUJUS3F2ZmpXMU4zZ0c0T1NrdXJ4emw0eW1nazZ3Z2wxR1RZRk9iYkJ60gHqAUFVX3lxTFBMSmRnY2lXSUtJVlJGQWtQNFZQSHk1OF92WU52VTc1TUg0SUdfbEV6VjBwMEJUeWVlSGZWLWpXcDF6NHIycUtTcThtX1M1Rm94VVpxZ001ZG9BU0wtTjVYNzFheGlyTjhPaTRlcE1XQUpfQ3E0OUFyUXBuUjIwdzVYeXlsQk9kdU92RkFzT3YyNUdhV3pBdTBta0VrOWtXdU1JbFVNbUhhZ2JRbjIzeENic2ZFeEY5THBOV0Nfbk5FMFRqSmRISDdZM0d2UFVxLW5iSm9rMUEzZXlxbEpfbHBURS1qZXM0UllWZw?oc=5,2021-03-17,nita ambani bhu next big visiting faculty reliance varsity claim proposal made call fake edexlive,-0.16666666666666666,2021-03-17,922.9517211914062,948.543701171875,970.5341796875,939.1983032226562,968.249755859375,19210236
"Reliance Power, JERA to launch gas-fired project in Bangladesh - Business Standard",https://news.google.com/rss/articles/CBMizgFBVV95cUxNbndGSjlPcno5UlkyUy0xeFNpUUxtNnZGMTROUXhLSVhVYS1RTkZNYjl6ajBnZ3gzUHJVWkUtSUhnTUJKdTNScks0X1VGNHVBMjdLR185cjhxTTBGandkVC15YVlEVmsxY1RBU3hvbEtrS0dEUEJrcnFZcUpzejFrdVEtaDRMS2dFRVVtejladFNQekM5NFN2Mi05ZS1Bd0xJYWNKRzBKREYybnhTZFFzZTRKamhPdXB1UEJCRktVc2d5UWJoMlhXeXlOZ01rZ9IB0wFBVV95cUxNamFrVWp4UjRwWU5PSHQ3cTFKZThGZ3RZVDlwbHVwYXl4dzJYT3lJZ3U1ZWJmTDhBdTd2dWdKRE45eWV4cnJELVFRRUVsdUFfWENjVkk5bUlXZTJyX3JtM2xpa1FkRVpuVW9IT2V1UUo5Tmg4WWRfNmR1a2ZsUllUZEZFel9hc2dMc1dDeWh4Tm1wd1V5VldWNDlwWjA2OVpZUUlPa2lWUXFadG5reWFrY3YtMXVqUFZzY21HMUU1cERVTENDNUF5REhFRThVWFB6MmdN?oc=5,2021-03-04,reliance power jera launch gas fired project bangladesh business standard,0.0,2021-03-04,977.0621337890625,1004.1544189453125,1010.6615600585938,995.7781982421875,1006.0696411132812,21435754
Understanding Vani Kola - The Morning Context,https://news.google.com/rss/articles/CBMib0FVX3lxTFBlaHlYdVZtZUkxVXQyekY2cFdjNHppR1c1Vjlra2pDVVhxNGJ2WGtZdWh2QzZGSndQcEJmNGE0dXJCN2p0azRNWkZ2cnRhSWFGMGgxRE1IYzQ0ZkhjZ0Mwb1Y5bTI1ZlprRG03aTlPcw?oc=5,2021-03-23,understanding vani kola morning context,0.0,2021-03-23,937.3887329101562,963.3809204101562,973.626220703125,948.8436889648438,951.589599609375,17421165
"RIL, BHU refute news of selecting Nita Ambani as a visiting professor, but social science dean claims to h - The Economic Times",https://news.google.com/rss/articles/CBMi8wFBVV95cUxNOG9jZEQxNFhoQXhMV0dzUld2T0JvdWw1cUl0RnBOemV6akV4V2hNSm9mREJpNXgzT0pmZ19PTjFNdHVFbXF3MEVzemRpS1MwZ2JCeWFFOXZFNlBlSDlYTjJHRGs1VVNqbk1fUWpZVWhBMGxZVUpKUUVwa3FhNFlzNEZyNjVVaGlxUENJa1p3WnFaZDlLOU94TFBkOE5VTjdpZmVnclVIdWM1U3VSTFNYWUo1UmNRRUlwbUh1MlNsalRVUzJwZ1pKSFRzWWxuU1AtTjhUb1FiZ1UzUVU2cDNSa0JQOEw1VE5HM3lTZW51M3UxeU3SAfgBQVVfeXFMUFRrV2xuQllFUWZqZzRUMS1ldUx2UXZSa29fcjZPY2p4bDgxQlhrSlBmTlh3NkJHdV90bThIRE1sTU5KZGkzSWZBYnhCVGhsc2d5Q2hyTUdHSXJxUnpDU2JNWFQ1U2NZS2JQUkRyZVo3ZUx5UmFSWHRmRVdVc2JOZm1GeU1WQ3JnSU8tcXlNMF9INy1NVUJRLWJTZTVLdjZQTG8tbEVhVXY4dGZnaXJOMEJLNW9MNEgyeWtYSlNfUFF4MUtJRWJTRFZUc1ZwcUFHNmpJeEgxcVQ2eGUyQmE0a180dFFiekl6bFFiTE44REZCUlJCbXQ5azI?oc=5,2021-03-17,ril bhu refute news selecting nita ambani visiting professor social science dean claims h economic times,0.11666666666666667,2021-03-17,922.9517211914062,948.543701171875,970.5341796875,939.1983032226562,968.249755859375,19210236
Nita Ambani may soon be teaching Women Studies at BHU - Sabrang India,https://news.google.com/rss/articles/CBMiiwFBVV95cUxPbXRyM293ODlueFEzcldWbGU5Q2hFaXhXeXo4MWZTNC0yV2M2UzJ1Mjl0Q0V4YzNTZUZRYTJ6Zk9pNzRsekxjN1FReVVmOWNfai1HZ3dIZ0lhMmRqbHpFVjVJcVF1NVpvVmJ3TTlOdG9aVHc1SUxCRXRpRUY3MmxWajdZV01TUG5LUW1R0gGGAUFVX3lxTFAta05zcVFlZkQ1Y3N1WnRCZHBHRnZodkRTTHphX09vV3lRbnVYT3NDUkx5b3ZHalF1Yk9IckM3R2lxbi16c3lnT29fdXpSUXZFckZVMnY5cmQwTThZcjVOVkFYN2VZem5CdHVYNE45YXJCeVM4U3VDUWRfbHBkamlNRnRIaHZn?oc=5,2021-03-15,nita ambani may soon teaching women studies bhu sabrang india,0.0,2021-03-15,946.998291015625,973.2570190429688,991.7169799804688,960.150390625,987.6327514648438,16698099
"Nita Ambani won't join BHU as visiting professor, university clarifies - The Week",https://news.google.com/rss/articles/CBMiugFBVV95cUxQU0dmbWI2ZnJlNGJEU3R4d3B4NXZYV3BXTk5zTndLVXNKRHRoVi1KWFdCWkpiM1U0blRHNzdwVjcwa004VVVPX1Vaa3kxdHlEeDRoRzVKN0JzdW14RDdiaS1CNUZXdFR1My01aDRmOWtYa0Z5QkZpTlJOOGwtT25TdEY1NFVQRHhxcFZ3UTBQMWtnaUpHSWswWjZNRE1tNzhaWTg0dTFIMExDTTZFRDhuVnVZUTk5TGhSa1HSAb8BQVVfeXFMT3JySWxrbGswYnBtVTFKc0xjbTg1S1kySzhJUWtlNGpwYjZoY2thMTJWVzVyS3FsWXV1UW40ZXRHeVlUckVURjUtcUxfQXE4ekZpcDRvZV9kVzRIRmlvQWdkNmhJV2gzYkpiWW5YaHVER19Sa19NLW80LWRiZXpGNXRVaWhnQ2VIaHc0N3RaYVpEQlRVR0ZXLWhpRk5DbnE5cG95THdrS0VRY0drVkJUd2dyUFNvQ1BoTDBSNVNSN0U?oc=5,2021-03-17,nita ambani join bhu visiting professor university clarifies week,0.0,2021-03-17,922.9517211914062,948.543701171875,970.5341796875,939.1983032226562,968.249755859375,19210236
Rajju Shroff and CD Mayee gets Lifetime Achievement Award at FICCI Chemicals & Petrochemicals Awards 2021 - Indian Chemical News,https://news.google.com/rss/articles/CBMi5wFBVV95cUxQek1jTjBtVmJBM0hiNHBGcFB2VnZ4Mk9LVXVpWXc3bGFKdXRSbF90ZHlDZExZc2lZXzVRWjliMXBJazltX2VzTERMTkZOejd2RFpoX25ack5CR3FYRjBCRG11V3BRUjlqemtRX0xPd3NKanRacHNnbVRKcjBFQUlQSC11VnpsLWVHc2RNaWtrQkRXRGZiTWwwdXJaY2ExTC10OVNJYVJIcFUxZkNmVE1NV1JUczg0SEFiS25NbS1rOEZCLUFuTUJCNWFEZGYzSnZ6d1pTMm1FWHplSUhvWUpOVEFPRU94cGfSAe4BQVVfeXFMTmhuMllnUUJIeEl0LWtFTFZQdkgwdXZnQzVES19JLVdta2ZzbVo0UUFYWWFDenhHbkNpSWh4eG9abFhDWWloWno4N0tkR2V2S2lRTzBVdXB4eGU2VklJWU9PRFJGMDJ1bUZHRDdiQVE4cnpZczRfLTkxV3BLQ3E5LU5lZHdhOGxJc0t6TnUzTFFqNTJPUzRubFlwS0taQngyNmFFeVRtSmwtUTJWWnN6MXBCTWxMLTZYQkhtNHk2bUNxYjZ4NllGbjNVRkpCeUt1M2dLOUUyUXJsQzdERi11cjFvLW9jVWVuR25scTA2QQ?oc=5,2021-03-18,rajju shroff cd mayee gets lifetime achievement award ficci chemicals petrochemicals awards 2021 indian chemical news,0.0,2021-03-18,902.1832885742188,927.1993408203125,962.1348876953125,923.461181640625,956.6430053710938,20647480
India High Court lifts freeze on Future Retail assets - HT Tech,https://news.google.com/rss/articles/CBMitgFBVV95cUxPZUIzSWZVMVJtU29BaXNaTmk2OEFPOS1paVMwRUg1cVVfejJERUxrTndiQWV1eU43UGRpWEp1Szd4THpCeHdERzBGb0F0MHFXd3QzZTIxSzc5aHBfVUpFSlJrTmVlMUJodFpZelZ4Vmc1VGpic1RHVGZQTFJsQjdMVFVVUElZMjhrTnpmUS1oVzVVbVFhcjRWbkpiZnBUVVU3Qzg2MmJqZG0zTHUxN3NGYTQ5Z3liZ9IBuwFBVV95cUxNZURtTWJTcFBjSWh0Q0J5bDhMLTVXSWVaa3hjTTlzb2pzdjFTZWZDYXdhRUgyTWRMOG5yV0FCRl9oYXU5bWpLNkdJY1VCRkNidkxXY25mbDdVMFFFQ3dzZ0xOZVJ5RWFPWXI4akNIamkyYVNnd01FaFl1NWlvMms4M0xKZHlFcWc3MGJqTHhlbnhwZnBuZEMySTdXUEJrTVdSWmVLbGpmejRHWkNmSXV1ZHZZcGFSV3VGUkhJ?oc=5,2021-03-22,india high court lifts freeze future retail assets ht tech,0.08,2021-03-22,926.1175537109375,951.7972412109375,957.150634765625,938.3214721679688,955.7661743164062,18572478
Ambani V/S Musk: Mukesh Ambani Enters Into Direct Competition With Elon Musk - ED Times,https://news.google.com/rss/articles/CBMimwFBVV95cUxQVV9KYmhUb3pHWVI1MDB3VUtxbElmaDczSi0zaV9GamVKcVRKTjVnWkZmSEFCLUZSQ0FhRy1EVzI5TkJfNlJpY3VUaU0yR2h1aXUtNk1VN3FIT0dnQnM5TVotUkpvQUdpelhtYTRUOFZURGpmOGNkR0xNdzFwVmdZRWV4SDZURS1adUF1TWNkRkZHaEZDRFVUeGxKcw?oc=5,2021-03-03,ambani v musk mukesh ambani enters direct competition elon musk ed times,0.1,2021-03-03,988.8496704101562,1016.268798828125,1024.4835205078125,972.4724731445312,978.8642578125,31924461
Explained: Is Nita Ambani Going To Join Banaras Hindu University As Visiting Faculty? - Indiatimes.com,https://news.google.com/rss/articles/CBMizgFBVV95cUxObVp4R0dsTlU1M2RKLUhMMlRMdE82cS1tX0tqRTJ2ei1nUEFBTDA2d1huSm81RXZYbkdIMHVUM0ZHRUM5aWZsMlBmMFE2eUtKTUZ6YVI2Xy10MVRqSy1kTUxxcWNCRUlueFp2T01jZEdRWVJNSTJjWmRSMGJaajRUblJxVUs1RTE2N1BBRFVOc2tQN2E2YVptc29icXVuanl1NVlHVjZ6UnVxU25nRUxTNGlIRWVXWnFUWkhOUjFHWTNRX1gzRTlYOE9vbTRWd9IB0wFBVV95cUxPdFBsT0RuU0NUNnZDdUY3c2E4QjRqaEJmMVpFSGhLX1FuM0t6R3c0QzBYZG95Qy1ORHBvWDJmQkdfWVIwLWdSWms3TVI0S2tYSFFmdzRYSDZKRExwbEM3MXo4QWg3akNWSU9UQXRsSmVHb29Gbk52S1A0cXJMZDVzZDZybEI3QnpiWWM3SmJGbW1vZlluQTlKTkhrMXg1Q01YNnN4dkJqem1mMHpaREJMQ0Y3MGVzV0R3MHlKS0lfNlNrOF9ScGlkakdaV2pNbTJaMms4?oc=5,2021-03-18,explained nita ambani going join banaras hindu university visiting faculty indiatimes com,0.0,2021-03-18,902.1832885742188,927.1993408203125,962.1348876953125,923.461181640625,956.6430053710938,20647480
Nita Ambani to be appointed as Professor in BHU ?; Check out Reliance spokesperson's response - Lokmat Times,https://news.google.com/rss/articles/CBMixgFBVV95cUxNNWU3YlBoZlR3MmRVQWNDR0tvbDFfdHJJVW5HcE1hc24tSFpKamZ2SzI2STZKUE95TTdySXFZaG9JeUQyOTNUcVZHellvLS1yNUZwZ3pCTTAyYnJtY1EtRWNfaUxjWURzX0EyUGphU1hxdGxCT1pmWnFvZVBZbHBUVGpTN0l1Sld6bkpzanFkWXFwVWZZQ1NuYVdIdV81R210LWpLNHNQNDM5aUpCWHpGdlNLbDZfNk9DWmVLaHZqNHpjUUxneUE?oc=5,2021-03-17,nita ambani appointed professor bhu check reliance spokesperson response lokmat times,0.0,2021-03-17,922.9517211914062,948.543701171875,970.5341796875,939.1983032226562,968.249755859375,19210236
Ashish Lele is new director at NCL Pune - Hindustan Times,https://news.google.com/rss/articles/CBMirAFBVV95cUxONGRPZXlpRjNsVm4xdm54WUZwbzlKN2JqZG1fWmd3NXhRcl9fODIwdkIwVUM5c3Y1RFJtR3Z1eEc0Qk15NkRkdUF1NmgzdzRJRzVobU0wQzdKdF9DdUtoZFZTRmVSZ0hqeFYzSFRPSVlzT01KS2k1UjV1V1dWWTNGbmtYWVFIUVN5WEVOMVhBU1RRalY0dElLV1pBT3dmOUE0WVRSYllEdHdUOHVp0gGyAUFVX3lxTE9KZU9MOEw0bERYUGdqZng3OHpvWDgtYXhEN0lEMGEyUnZqYmE3eGVySTR0WkN5clc5b2tnLXVCdGlITFhMOVZsaWcydkNXdTBGR2trQjlsdEdDSFk3cFZMdU9lQmE3SUljZUhVelF2X3RnYjExTEJsQlhNekxYanJSZHVsUjhSUTVVZm5jaDlUVFBseUlKVmMxZjRYQXRRdDFNb1hDRVpXd1NNb0wyT2Y2RVE?oc=5,2021-04-01,ashish lele new director ncl pune hindustan times,0.13636363636363635,2021-04-01,907.9086303710938,933.0834350585938,936.8446655273438,924.453369140625,931.3067016601562,11723312
Was the ‘BHU Professor Nita Ambani’ controversy a diversion from other issues? - Sabrang India,https://news.google.com/rss/articles/CBMingFBVV95cUxQb0c0WldmWGhkTUt5a0k5RU02MTkwMHJ2OHQ2TVRjZ1U3WVpBZEx0TXFmelp2NlYtbjVNOXl5NHc3aEVZbkd3XzNSN2xqSjA4MXZlTGJtek5pUFlOd2pZZXZfNm1JSEhKS0JsSVowQVFWQkJEZE5KRE9IeF96UDREc3lQcmV5R05QRjVDYUp4dEhNbU1DRF9qS2FENHppUdIBmAFBVV95cUxOZDVsdTZVNGNKa1I3V3pNZFVxWW9QeUR0RzlGTkdjazRSVjBkMlR1RUNfbGtNdkg4ZVhhbFFST3lLWXllZlJXcFVyTWNtelJYM3E2VU1hdXNteklWbThCMXFwbnJ2amRuVzB6eUZtbURMaXN5V0VqYzd0YlY1aFdiYXlEU1AzM0xyM2JheFFKa3pxRHNJaTdwRQ?oc=5,2021-03-17,bhu professor nita ambani controversy diversion issues sabrang india,0.0,2021-03-17,922.9517211914062,948.543701171875,970.5341796875,939.1983032226562,968.249755859375,19210236
Nita Ambani Not Invited as Visiting Prof at BHU: RIL Post Protests - The Quint,https://news.google.com/rss/articles/CBMipgFBVV95cUxQUjdQLW1uQVlrYVhHbWNrY0xnNzVDY1B3dUZBSFBCclFVR1dqcDBZNmF4YzNBQWtZdloyRWtrYzZqVHhKandMOEQ2WnktX1BFZkIzR0ZqeklmMHJRdUZ4MXQ3R21tRHpEbkVSZGU3bm41bDhiaFNBTFRrYnQ3QmJVRWFma1RZbXgxcTZZRmwxM0JnRERjWGJkMkhwYmZ5NTFubTZMbWJ30gGzAUFVX3lxTFBpNHBOUjh1ZjRQYnZ1bVYzbllPV1lGbUM2SHhZUkMzQkt1RlBaQ0VDOXIyY1laNDBfQmM2VjZuM2ROUGNrREhNa0dGOHMwbkhROXItSi03UlhOcmtmT2duU3d6RjJHZzRTX0JLemxuVTFNazF1T2F3TUZCWUxTLUV0UlhacXlXRlJDYzRJRHliU3FhbWZBQVFGcXg5OGswMTZBOVJsdXlOY0V3MEFsUERENjRF?oc=5,2021-03-17,nita ambani invited visiting prof bhu ril post protests quint,0.0,2021-03-17,922.9517211914062,948.543701171875,970.5341796875,939.1983032226562,968.249755859375,19210236
Reliance will bear full cost of vax for employees & families: Nita Ambani - Prokerala,https://news.google.com/rss/articles/CBMiY0FVX3lxTFBOSDBSUVVhbHZTYVducjRKeVJaVzQxN1I1YTk5eUpSQmo5a28yY2kzY3RBVzRnVFlJV2V5cURwLWlYZUp4cEdpMkc1SFV6cDRDV2xQbXdvRHdQQ2tfbjM5OGxzVdIBa0FVX3lxTE5HQi1XY0VKT2dNcmxtSE4wUHpINUpCS2w3Si0tVTlDQk94aXF1RzVlVDVtV05XUlFXbnVqa3h6SVlYdFFYT3QxdUlwY1hnRlAzcXBYbVdYOFlidDF3UURTN181UVRVd2tZX0Jr?oc=5,2021-03-05,reliance bear full cost vax employees families nita ambani prokerala,0.35,2021-03-05,978.3418579101562,1005.4696655273438,1020.8145751953125,993.6322021484375,994.99365234375,25511666
Billionaires' list: Meet the top 10 richest people in India - Gulf News,https://news.google.com/rss/articles/CBMirwFBVV95cUxPQm0tb1VtcGd0d3BZUkR0Q0NtSUhhU0RVbTc4cThDaEJXWklmNmpydzRwemJLTUJQRkJaeGM0amJiLWduNzllMm5Fb1A2RXd1NnB5ZWdNMjhGQ0JGZG5VRk15bVB1OG9abllWcVFNRnFyMUJOZmhTWWhqUGljS3ZIbmNXT3dpZGlRbFRoUUkyUVlqSGZNbFNvQUhNRndJVFZnYUJzdzRNRU1QT0lpVW9Z0gG0AUFVX3lxTFBXZEVxYmhwdHN0c1pIb29mS0VIVlV2OG5meHJUVXRqR0VET0U0X2JDRXh6X0hoeWpraGZmRk52LXUzYTIxS0JEX3RzaWFpZS1oci1zVU1LZU9OQlNseVpGSWxwYVJKMG4wVC1QUjJBN3JOdmZweXAzaHFpd0h4OF9UUldxZGw4VnJhZjF1cUNEeEg0VWVsbmR2S3RsOTlSQ0N4Q19uQjVpSkVrMmwyV2NuM0NPVg?oc=5,2021-03-17,billionaires list meet top 10 richest people india gulf news,0.5,2021-03-17,922.9517211914062,948.543701171875,970.5341796875,939.1983032226562,968.249755859375,19210236
Jio Platform Ltd is featured... - Reliance Industries Limited - Facebook,https://news.google.com/rss/articles/CBMi6wFBVV95cUxNLWZPYjVBR3FsV0hBTGhJaE9vamdsMHUwV2JVaGd4Tk9IYzZ0UlVpZUl1b1U0akJ6SU5tNnVQR1VkeTlJbUQxeXM0Y1hkRnd5Y3JscWI0WUVodzlqZlc2RmxReUg1dl8yRUJHNFJ5WlBOMUlaRUVBeFVVaW5nMHZDZ1NoU0R0VjZKYlcxLWZLVWVoZ3FLZ21zLVdDc2pwYWxEbm5qREtMQlpKTmxaU1JJbWVCT0o5azU4YjJJSFJ6QWJRdWI0YTJuSFdXLTlZVDRmUFpncVphQWtmdXpPRTFiZ0lyaWViQ0N3Tldn?oc=5,2021-04-28,jio platform ltd featured reliance industries limited facebook,-0.07142857142857142,2021-04-28,896.8844604492188,921.7536010742188,926.691650390625,913.8389282226562,922.0074462890625,17122437
"Reliance Industries Q4 Results: Net Profit Doubles to Rs 13,227 Crore - News18",https://news.google.com/rss/articles/CBMitgFBVV95cUxOS2ZiSVBVUW5Tc0pfRUxxYVZFN1FINkFQZktVMUJJckxmQVluWldSR1NMQloxa09vUjdrdWI5RVdNcFQ1Z3BXMG1LOHdGUkNtOHlCQmJkTjc1VmVxLXVxOGNIZXBwRHA2NHByN19nckJXbm5WLS1iSVloYVJjTzRaeXFUOHlYRzFKNjd3cDBEZFNocHgwd01MSmRYUGdzZ29aVU1fWlFsU1hOSnhiaGk4YzAzSVJld9IBuwFBVV95cUxQMmEtOTJvckNXbC1hT2g4ZENwNmFNZ3VjQVhvaDRWdGhEZndtTXdTak1BcE4tVkpVbFNTeVI3RC1Sald5X21DUi0xMEw1QVFfelRxWWVyNFhEUlVEZmZ4Vk9BMFhfUFg4ekQxMi1YbjZDdTNJY2cxSmllWHpXZUpkQUhrMEJSNDU3cGlZT3hfQkE2SlFGVUVUcUF5bmJSR0tKbTBvbWZUWEtKQXJSTWNLR0tTcTU1NFU4cEJr?oc=5,2021-04-30,reliance industries q4 results net profit doubles rs 13 227 crore news18,0.0,2021-04-30,895.6271362304688,920.46142578125,939.6136474609375,917.2540283203125,926.9224243164062,19828769
Reliance Industries: The Media Industry Giant - marketfeed,https://news.google.com/rss/articles/CBMijwFBVV95cUxNenU4UmhtZXRFQjBTYzhDNnJoUlM5THBROGY4UzRCc0N0OGxBTE03SHRzenNudHFSRy15MjhWLXpDdV9tb3RVLWs4NmhubXM4ZkZfNzgzLVQzYzlBV2I1NzNzaGZTaVFLbENMS0FXR0FfV1Z1dlFkZ09TOGdVZmVSeVByRkdMd2NLZ04wa0FSTQ?oc=5,2021-04-27,reliance industries media industry giant marketfeed,0.0,2021-04-27,893.000244140625,917.7616577148438,921.7074584960938,894.5020751953125,895.3096923828125,19992524
"Reliance will supply over 700 tonnes oxygen a day to COVID-hit states; benefit 70,000 patients | Today News - Mint",https://news.google.com/rss/articles/CBMi8gFBVV95cUxNUm9uMGVmcXllTVhJRWJUWFdfT2VDSWhJcGJZQm1xeU85WjhIQkIzYnZ2UXctTXVhY0s1dk9vSUhqV2RJa1pUMFVEdFY2U3I5dktxdDJMUXBFUXJxZXk2dUl2WmNGUllPYXpWSzR2MC0xTVdtT0Y0WDlpZ29QaHpyeVRoLWI0eHRVZVJCek1pUlhnc1VSTE9nUmNQcFRMUG9PcXp3VFVOSTBvaVdsWFRoVDdHQ0M4ZDNmREs3V0ZIM3I1Ym5TTm5UNXFjMGJlTUh6MVhWOGxVN0lUb29MUWk4Vnk5SzBDdFBFbU5KeE4zZFpXd9IB9wFBVV95cUxPMU9vRzBkTUQtR003b3VacTdNaXBlUjB0cFZOa0w3VXJsbVlGeENEUmlBZFNfaW5XZlBtT0FFSHRfRzdMZjVhT0tIQW9YWWFYbnJjZG41QVZRSUEtZWpMMmFLc0xNcEdydFplUWlvS2E1VmZSWnVnNWJpcUFnSUpZLTVaU0Yzcmd2ZFEyWVk5YjlyTVpmYnl1VHZMVHlxUFV3SDY0OWNjUkNidERIVktMdEN1WGpZV2tmXzhZN3g0WGZGOV9uTUpOdnludUR0MGd0VFZDTU1MYUFkRHFsbVFCRl8xWDc0MVc1YzNNd2VBemhDUTFTbUE0?oc=5,2021-04-20,reliance supply 700 tonnes oxygen day covid hit states benefit 70 000 patients today news mint,0.0,2021-04-20,853.70849609375,877.3804321289062,885.6181640625,872.4423828125,881.6954345703125,17203668
Reliance and bp start up second new deepwater gas field in India’s KG D6 block | News and insights | Home - BP,https://news.google.com/rss/articles/CBMi2AFBVV95cUxQSlpLU2xpWDhUUzdrNW1JdV93RXV4enFGaFd5NDMyNkp3TU1qcUJBQlFyOE5CRzVONTZpNnVDS20zTUZRcGFuSmFMMDNVZXB6cllmWGJ3bFJ5M3NxR3k0aHhPdm04VWtxYkxzVDRaLWtvX3QzYzdYZjYxWmVWR1UtbExFTzh5bmtLYU9UYzB2MnhZQVJtRVg0LXhjMVU0dUtvZkJNMEVMYm5fQ3QybjczempDMFlxTFE1WndJNmhmLW5vLWVvdktLY0R3OFYxVTA1SVF4YWFRNTM?oc=5,2021-04-27,reliance bp start second new deepwater gas field india kg d6 block news insights home bp,0.06818181818181818,2021-04-27,893.000244140625,917.7616577148438,921.7074584960938,894.5020751953125,895.3096923828125,19992524
RIL Q4 preview: Mukesh Ambani-led company set to report record profit - Business Today,https://news.google.com/rss/articles/CBMi1AFBVV95cUxQMFZqeEd5ZEhoeUV4dWp2dENRb2JFSUFOR1dBWndxZndJNUtMMnpTZUxfM1Z2RVlfSmhiNHV0YUh0RldnZE9MLXhtcHNpX3R0U0Q2MUFaeVNHY0MtQXZlQ1dJeXZEV2hrc0pYSnNOSXZXNERIcVZyT0ZELTNLMEpqTnVPeTF2V1hkUVhPUVNfZTgwalozeHNTcDVUblQxdS1zalc3STM3MnN1THZwb3luYTRtZ1lVNms2ZUQ2eFBqc252MW1jS2NDdXRNX2h3RFJ5QUhtaQ?oc=5,2021-04-30,ril q4 preview mukesh ambani led company set report record profit business today,0.0,2021-04-30,895.6271362304688,920.46142578125,939.6136474609375,917.2540283203125,926.9224243164062,19828769
